"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation","fiscal_year"
"1500482262","77942ND","NY","COM",,"78",,"MACK","P","27480","40404","40404","20250930","45","45","45","973394","45","0","0848A",,"BX","F","3217","E 194 ST",,"0","408","D1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499417937","F82VCD","99","PAS",,"14",,,"P","29690","36450","36470","0","30","30","30","973947","30","0","0749P",,,,"571","RIVERSIDE DRIVE",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501617898","M87VSA","NJ","PAS",,"40","SDN",,"P","72720","49220","30520","88888888","44","44","44","979720","44","0","0235A",,,"F","1356","WALTON AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1498945302","Y97UHG","NJ","PAS",,"20",,"KIA","P","42850","61830","53830","20270331","84","84","84","975464","84","0","1050P",,"K","F","334","FURMAN ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2040","-","0",,,,,,"2026"
"1500493107","BLANKPLATE","99","999",,"74","SDN","HONDA","P","56820","27180","27270","0","48","48","48","969562","48","0",,,,"F","4581","PARK AVENUE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","2017","-","0",,,,,,"2026"
"1499922474","BLANKPLATE","99","999",,"40","SDN","CADIL","P","0","40404","40404","88888888","106","106","106","972191","106","0","0301A",,"Q","F","94-27","PLATWOOD AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,,"2026"
"1498758897","LNB8165","NY","PAS",,"20","SUBN","BMW","P","35930","14510","25690","20260314","24","24","24","977381","24","0","0647P",,"NY","F","16","W 108 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500384148","E16VSA","NJ","PAS",,"40","SDN","FORD","P","13640","56490","39690","88888888","104","104","104","977717","104","0","0211A",,"Q","F","72-29","65 PLACE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,,"2026"
"1500704350","KZN2612","NY","PAS",,"98","SDN","HONDA","P","29090","24740","21560","20261027",,"0","113","978252","113","0","0300A","0300A","Q",,"172-19","BAISLEY BLVD",,,"408","K6",,"BBBBBBB","ALL","ALL","BLUE","0","2016","-","0",,,,,,"2026"
"1501599320","KPP9765","NY","PAS",,"39","SDN","HONDA","P","57840","56000","12550","20251026","45","45","163","971002","163","0","0808P",,,,,"ORCHARD BEACH",,"0","408","J3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501352180","BU75718","NY","999",,"66",,"LO/RI","P","24640","19790","19990","20201231","103","103","103","952012","103","0",,,"Q","F","105-07","171 PL",,"0","408","J2",,"BBBBBBB","ALL","ALL","GY","0","2020","-","0",,,,,,"2026"
"1499011775","326431","DE","PAS",,"46","SDN","NISSA","P","64290","40404","40404","88888888","114","114","114","979794","114","0","0256A","0256A","Q","F","40-14","STEINWAY ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,,"2026"
"1491889184","226046V","NJ","PAS",,"40","SUBN","CADIL","P","26070","12820","15720","20250816","40","40","40","957079","40","0","0554A","0554A",,"F","463","E 147",,"0","408","F2",,"BBBBBBB","ALL","ALL","SIL","0","2011","-","0",,,,,,"2026"
"1501570298","KVP2702","NY","PAS",,"14","SDN","ME/BE","P","68020","23800","98280","20260414","40","40","40","965837","40","0","0905A",,,"F","2413","3 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,,"2026"
"1499778405","T755536C","NY","PAS",,"14","SDN","CHEVR","P","8440","14690","0","20251231","115","115","115","976664","115","0","0807A",,"Q","F",,"34 AVE","69 STREET","0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2020","-","0",,,,,,"2026"
"1499804490","LXR7889","NY","PAS",,"14","SUBN","TOYOT","P","54580","41340","43360","20270629","109","109","109","973949","109","0","0607A",,"Q","F","43-31","MAIN STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2025","-","0",,,,,,"2026"
"1501237688","JDG2721","NY","PAS",,"98","SUBN","BMW","P","45930","55530","82930","20270404","81","81","81","973505","81","0","0636A",,"K","F","843","GREENE AVENUE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2019","-","0",,,,,,"2026"
"1462672255","KHP108","99","PAS",,"41",,,"9","36430","11112","0","0","30","30","831","0","831","0","1223A",,,,,"133RD ST","12TH AVE","0","408","C3",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,,"2026"
"1502400650","BLANKPLATE","99","999",,"74",,"HONDA","P","0","40404","40404","0","115","115","115","980008","115","0","1250A",,"Q","F","96-15","ROOSEVELT",,"0","408","C3",,"BBBBBBB","ALL","ALL","RED","0","2019","-","0",,,,,,"2026"
"1502295647","GYALIS","NY","PAS",,"40","SDN","VOLKS","P","20940","18790","19340","20270104","102","102","102","969520","102","0","1240P",,"Q","F","95-43","116 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2001","-","0",,,,,,"2026"
"1501589192","LAN4160","NY","PAS",,"20","SUBN","TOYOT","P","16040","63220","0","20270303","45","45","45","977205","45","0","0648P",,,"F",,"BRUSH AVE","SCHLEY AVE","0","408","K6",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,,"2026"
"1499010539","A22VPD","NJ","PAS",,"40","SUBN","ROVER","P","9640","7240","7540","0","114","114","114","980200","114","0","0346A","0346A","Q","F","25-95","41 ST",,,"408","C3",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,,"2026"
"1502102572","V99PHY","NJ","PAS",,"40","SDN","HYUND","P","0","40404","40404","20251020","44","44","44","980782","44","0","0654P",,,"F","1113-1115","SHERIDAN",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2021","-","0",,,,,,"2026"
"1498219305","LXP5391","NY","PAS",,"46","SDN","SUBAR","P","67120","76950","26820","20270615","43","43","43","974382","43","0","0027A",,"BX","F","1215","STRATFORD AVENUE",,,"408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,,"2026"
"1498051704","LUV3958","NY","PAS",,"46","SDN","ME/BE","P","24680","40404","40404","20270322","69","69","69","976413","69","0","0949P",,"K","F",,"CANARSIE VETERANS CI",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2014","-","0",,,,,,"2026"
"1502125511","KXC1209","NY","PAS",,"40","SUV","TOYOT","P","23920","27510","27570","20260516","52","52","52","981323","52","0","1209A",,"BX","F","2704","DECATUR AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1501618489","LNB5788","NY","PAS",,"46","SUBN","NISSA","P","26760","20020","0","20261009","44","44","44","981350","44","0","0707P",,,"F",,"E 170","CLAY AVE","0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499835723","KMT4266","NY","PAS",,"98","SUBN","LEXUS","P","9590","45790","54580","20250825","109","109","109","975463","109","0","0700P",,"Q","F","133-10","41 RD",,"0","408","E5",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501618866","9SYU922","CA","PAS",,"46",,"BMW","P","26730","52120","20720","0","49","49","49","980190","49","0",,,,"F","276","EAST 169",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1502129814","JET1235","NY","PAS",,"10","SUBN","BMW","P","22320","19720","22520","20261110","42","42","42","967496","42","0","0810A",,"BX","F","1700","CROTONA AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2019","-","0",,,,,,"2026"
"1500495130","TFL5702","VA","PAS",,"40","SDN","BMW","P","17520","27270","27300","88888888","48","48","48","980910","48","0","0845P",,"BX","F","2403","CAMBRELENG AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","4",,,,,,"2026"
"1492003499","79998NF","NY","COM",,"78","VAN","FORD","P","25990","7540","7690","20270213","111","111","111","977194","111","0","1212A",,"Q","F","28-41","203 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","WHT","0","2006","-","0",,,,,,"2026"
"1500854566","532ANB","NY","PAS",,"14","SUBN","JEEP","P","11330","5430","42630","20270113","68","68","68","971776","68","0","1154A",,"K","F","470","95 ST",,"0","408","F2",,"YYYYYBB","0700A","0400P","BLACK","0","2014","-","0",,,,,,"2026"
"1501618490","LSN4061","NY","PAS",,"46","SDN","BMW","P","26760","20020","0","20261016","44","44","44","981350","44","0","0710P",,,"F",,"E 170","CLAY AVE","0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1496177988","CP68LV","FL","PAS",,"17","SUBN","FORD","O","20110","11800","56530","20260131","84","84","0","0","0KCV","0","0822A",,"K","O","1","BOERUM PL",,"0","408","C4",,"YYYYYBB","0700A","0700P","WH","0","0","-","0",,,,,,"2026"
"1500663438","KYT6898","NY","PAS",,"40","SUBN","HONDA","P","18190","23140","23190","20261008","103","103","103","979938","103","0","1030P","1030P","Q","F","148-15","LOWE CT",,,"408","F2",,"BBBBBBB","ALL","ALL","WHT","0","2012","-","0",,,,,,"2026"
"1494214519","KBJ6129","NC","PAS",,"40","SDN","ME/BE","P","7720","50820","44120","0","47","47","47","967862","47","0","1103P",,,"O","1620","ADEE AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1501350067","LJV6675","NY","PAS",,"98",,"TOYOT","P","59025","40404","40404","20260520","103","103","103","931247","103","0","0412A",,"Q","F","165-17","PINEGROVE ST",,"0","408","M2",,"BBBBBBB","ALL","ALL","BLUE","0","2024","-","0",,,,,,"2026"
"1457718133","RKJ4600","99","PAS",,"46","SDN",,"P","73120","26640","36150","0","42","42","42","967496","42","0","0919A",,"BX","F","1138","WASHINGTON AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1501001553","MRH6467","PA","PAS",,"46",,,"P","52120","27180","27300","20250930","46","46","46","980030","46","0","0938A",,,"O","2396","MORRIS AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1495943756","RVBE78","FL","PAS",,"67","SUBN","MAZDA","P","0","0","0","20250904","108","108","108","978785","108","0","0843P",,,"I",,"C/S 47 AVE","41 ST","0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2024","-","0",,,,,,"2026"
"1500150423","T794892C","NY","PAS",,"98","SUBN","LEXUS","P","22030","67830","22680","20250731","60","60","60","972071","60","0","0907A",,,"F","3015","BRIGHTON 6 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1502148651","UCM6430","VA","PAS",,"67","SUBN","KIA","P","24020","29320","27990","20250731","52","52","52","976304","52","0","0857P",,"BX","F","3554","DEKALB AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","2018","-","0",,,,,,"2026"
"1500272504","TJC5795","VA","PAS",,"75","SDN","LEXUS","P","72030","55830","44330","0",,"0","73","956714","73","0","1120P",,,"O","103","POWELL ST",,"0","408","J5",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501771267","F15UHT","NJ","PAS",,"14","SDN","TOYOT","A","97530","0","0","20260430","115","115","302","51784","302","0","0935A","0933A","Q","F",,"LGA TERMINAL B","ARRIVALS ROADWAY",,"408","J6",,"BBBBBBB","ALL","ALL","BLK","0","2018","-","0",,,,,,"2026"
"1501608563","LEM1334","99","PAS",,"98","P-U",,"P","28530","10620","15620","20250731","47","47","47","973316","47","0","0846A",,,"F","854","E 230 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","2022","-","0",,,,,,"2026"
"1501572775","LWM8729","NY","PAS",,"46","SDN","ACURA","P","35020","26040","26130","20270603","40","40","40","973662","40","0","1135P","1135P","BX","F","491","GERARD AVENUE",,,"408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2012","-","0",,,,,,"2026"
"1497878342","JFL9588","PA","PAS",,"14","SDN","NISSA","P","42730","38950","44530","20260731","84","84","84","968219","84","0","0125P",,,"F","474","FULTON ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,,"2026"
"1500161901","KZJ3133","NY","PAS",,"71","SDN","HYUND","P","77930","36780","0","20241122","67","67","67","980387","67","0","0228A","0215A","K","F","4121","SNYDER AVE","E 43 ST",,"408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2017","-","0",,,,,,"2026"
"1500680631","BAO0325","CT","PAS",,"98",,"CHEVR","P","21520","23040","23090","0","113","113","113","946229","113","0","0725P",,"Q","F","146-18","123 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2007","-","0",,,,,,"2026"
"1500075814","FJ26862","IL","PAS",,"20","SUBN","HONDA","P","55720","66920","60220","88888888","43","43","43","974382","43","0","1018P",,"BX","F","917","OLMSTEAD AVE",,,"408","D",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500296004","M47VST","NJ","PAS",,"40",,"HYUND","P","0","0","0","20270430","84","84","84","980059","84","0","0315P",,,"I",,,,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2015","-","0",,,,,,"2026"
"1498390523","2907HY","WI","PAS",,"14","SDN","TOYOT","P","14010","33390","11115","0","1","1","1","962648","1","0","0510P",,,"F","536","CANAL STREET",,"0","408","C",,"YYYYYYB","0300P","0700P","BLUE","0","0","-","0",,,,,,"2026"
"1500148090","TGU1150","GA","PAS",,"19","SUBN","FORD","P","83630","91330","91380","0","60","60","60","969969","60","0","0637P","0637P","K","O","1904","SURF AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1496373431","KSL5934","99","PAS",,"98",,"HONDA","P","94130","40030","25330","20260228","83","83","83","964426","83","0","0925A",,,"O","144","WOODBINE ST",,"0","408","E6",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1496513137","LJP2052","NY","PAS",,"46","SDN","ME/BE","P","55590","21870","21885","20260325","117","117","113","978972","113","0","0955A","0950A",,"F","130-28","MERRICK",,"0","408","E5",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1502128664","BLANKPLATE","99","999",,"74",,"CHEVR","P","73120","26550","26580","0","42","42","42","967496","42","0",,,,"O","967","WASHINGTON AVE",,"0","408","B",,"BBBBBBB","ALL","ALL","WHITE","0","2010","-","0",,,,,,"2026"
"1498414886","TCM2452","VA","PAS",,"21",,"FORD","P","25010","15350","13610","88888888","1","1","1","972244","1","0",,,,"F","60","LISPENARD ST",,"0","408","I3",,"YYYYYBB","0800A","0600P",,"0","0","-","0",,,,,,"2026"
"1502112395","BLANKPLATE","99","999",,"70","SDN","BMW","P","55020","54020","66720","0","43","43","43","972905","43","0","1218P",,"BX","O","1940","OBRIEN AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","GRY","0","2022","-","0",,,,,,"2026"
"1496876933","R20VUZ","NJ","PAS",,"17","SUBN","ROVER","P","18950","10110","10010","20250726","23","23","23","977223","23","0","0800A",,"NY","F","343","E 99 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BL","0","2022","-","0",,,,,,"2026"
"1447942190","S2318445","GA","PAS",,"14","SDN","LEXUS","P","0","0","0","20250805","102","102","102","950393","102","0","1152A",,"Q",,,"W/O 116 ST","N/O MAYFAIR","0","408","E2",,"BBBBBBB","ALL","ALL","GR","0","1999","-","0",,,,,,"2026"
"1493080350","BLANKPLATE","99","999",,"70","SUBN","DODGE","P","68020","26640","26640","88888888","42","42","42","976863","42","0","0736P",,"BX","O","3391","THIRD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2008","-","0",,,,,,"2026"
"1501605460","LNB1543","NY","PAS",,"70","SDN",,"P","43650","28680","28710","20260716","47","47","47","969839","47","0","0903P",,,"F","4272","KEPLER",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2007","-","0",,,,,,"2026"
"1499688301","314YSG","99","PAS",,"98","SDN","HONDA","P","6430","5130","5280","20251030","78","78","78","978805","78","0","0648A",,"K","F","135","13TH ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1500526812","BLANKPLATE","99","999",,"74","MOPE",,"P","26670","43520","68720","0","41","41","41","976126","41","0","0630A","0625P","BX","F","900","E 167 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1500494008","C12VYD","99","PAS",,"98",,,"P","54820","12520","22320","88888888","48","48","48","977072","48","0","0505A",,,"F","665","OAKLAND PL",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1502046751","LSK2018","NY","PAS",,"19",,,"P","37703","30190","23290","88888888",,"0","34","975863","34","0","0545P",,"NY","F","585","W 214 ST",,"0","408","C3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500821779","LDD5237","NY","PAS",,"99","SUBN","MITSU","P","69230","81630","39330","20250926","88","88","88","969883","88","0","0454P",,"K","O","346","PARK AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","#NAME?","0","2008","-","0",,,,,,"2026"
"1501606931","LEL1671","NY","PAS",,"46","SUBN","FORD","P","0","40404","40404","20250904","47","47","47","969178","47","0","0315P",,,"F","4220","VAN COURTLAND PK E",,"0","408","C3",,"BBBBBBB","ALL","ALL","WHT","0","2008","-","0",,,,,,"2026"
"1499790375","GSM1421","NY","PAS",,"40","SDN","HONDA","P","17990","8590","8790","20260817","115","115","115","979065","115","0","0752P",,"Q","F","35-48","88 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","2018","-","0",,,,,,"2026"
"1497676927","ESU7095","NY","PAS",,"27","SDN","MAZDA","P","44750","10575","10575","20270729","121","121","121","975430","121","0","0148P",,"R","F","2655","RICHMOND AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","WHITE","0","2024","-","0",,,,,,"2026"
"1492199898","JFY2081","NY","PAS",,"19",,"TOYOT","M","59990","14740","14810","20270214","110","110","0","0","QNRO","0","0900P",,,"O","107-21","QUEENS BLVD",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1501021497","LER4N4","NY","PAS",,"98","SDN","ME/BE","P","10180","7230","17330","20261011","621","621","62","966245","62","0","0737P",,"NY","F","2159","72 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2021","-","0",,,,,,"2026"
"1502046842","LKV1523","NY","PAS",,"46","SUBN","TOYOT","P","37410","31190","32790","20250930","34","34","34","945282","34","0","1135A",,,"F","600","W 183 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","2024","-","0",,,,,,"2026"
"1473308793","5GD8508","ME","PAS",,"20","SUBN","GMC","P","17210","32645","13610","20270430","6","6","6","973124","6","0","0117A","0100A","NY","F","53","E 11 STREET",,,"408","J2",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,,"2026"
"1493276281","XLBK23","NJ","PAS",,"19",,"CHEVR","M","58390","63030","63790","20230220","104","104","0","0","NYCT","0","0917A",,"Q","F","1615","PALMETTO",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1498374505","LPZ4465","NY","PAS",,"40","SUBN","NISSA","P","25010","15350","13610","20261024","1","1","1","971357","1","0","1133A",,,"F","62","LISPENARD ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHT","0","2017","-","0",,,,,,"2026"
"1497803135","KNE8088","NY","PAS",,"46","SDN","DODGE","P","40930","40630","36980","20270527","63","63","63","969363","63","0","1204P",,"K","F","2286","FLATBUSH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2024","-","0",,,,,,"2026"
"1493276244","XJYJ58","NY","COM",,"19",,"CHEVR","M","58390","63030","63790","0","104","104","0","0","NYCT","0","0920A",,"Q",,"1615","PALMETTO",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1499693667","LXJ7733","NY","PAS",,"40","SUBN","ROVER","P","34010","21740","33910","20270630","6","6","6","971629","6","0","0400P","0400P","NY","F","256","W 12 ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","BK","0","2025","-","0",,,,,,"2026"
"1501568541","E64MYU","NJ","PAS",,"20","SDN","HONDA","P","68020","15920","25680","20250120","40","40","40","951989","40","0","1136A",,"BX","F","2419","3RD AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","GRAY","0","2013","-","0",,,,,,"2026"
"1499777164","91975NB","NY","COM",,"98","VAN","FORD","P","8440","19390","19540","0","115","115","115","976708","115","0",,"0312A","Q",,"101-11","34 AVE",,,"408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1501334062","GPU7155","NY","PAS",,"14","SUBN","TOYOT","P","18540","24840","24890","20270429","103","103","103","968644","103","0",,,"Q","F","175-20","93 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","2021","-","0",,,,,,"2026"
"1500360570","LSH6685","NY","PAS",,"98","SUBN","ME/BE","P","16290","38290","43490","0","104","104","104","976154","104","0","0307A",,"Q",,"60-07","78 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1502296184","110AEH","NY","PAS",,"40","SUBN","KIA","P","21140","16940","41120","20260302","102","102","102","978809","102","0","0750P",,"Q","F","83-60","118TH STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2023","-","1",,,,,,"2026"
"1498975070","BLANKPLATE","99","999",,"70",,"HONDA","P","8090","7040","7300","0","114","114","114","972048","114","0","0255A",,,"F","23-43","31 ROAD",,"0","408","K6",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501570055","HZP5548","NY","PAS",,"40","SDN","TOYOT","P","26250","50320","31120","20260610","40","40","40","973662","40","0","1148P","1148P","BX","F","418","E 153 STREET",,,"408","C",,"BBBBBBB","ALL","ALL","WHI","0","2018","-","0",,,,,,"2026"
"1500345295","4GB1454","MA","PAS",,"98","SDN","HONDA","P","53950","28430","85430","20260603","76","76","76","978359","76","0","0523P",,,"F","90","KANE ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2016","-","0",,,,,,"2026"
"1501574644","5535FZ","99","PAS",,"46",,"BMW","P","52320","73420","38525","0","43","43","43","939438","43","0","0852P",,"BX","O","1133","MORRISON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1498492952","KDV3092","NY","PAS",,"98","SUBN","HYUND","P","56230","37130","37180","20260726","67","67","76","979461","76","0","1049P",,"K","F","821","LINDEN BLVD",,"0","408","F7",,"BBBBBBB","ALL","ALL","GRAY","0","2024","-","0",,,,,,"2026"
"1500357054","971CGA","NY","PAS",,"40","SDN","LEXUS","P","54490","13490","41700","88888888","104","104","104","977717","104","0","0716A",,"Q","F","64-28","MADISON ST",,"0","408","K5",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1489174370","TWH14W","NJ","PAS",,"66",,,"P","56820","20020","26610","20251030","44","44","44","973518","44","0","1037P",,"BX","F","3339","PARK AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL",,"0","2016","-","0",,,,,,"2026"
"1486223102","BT13324","CT","PAS",,"17","SUBN","HONDA","P","10210","19390","19410","0","25","25","825","976050","825","0","0523P",,,"F","2257","3RD AVENUE",,"0","408","C4",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1496434160","YNKC16","NJ","PAS",,"78",,"ISUZU","P","14280","67047","35530","20250930","70","70","70","977368","70","0","1254A",,,"O","1523","AVENUE N",,"0","408","K6",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1495093580","BAW6913","WI","PAS",,"17","VAN","TOYOT","P","18950","10210","10110","20260630","23","23","23","972493","23","0","0415P",,,"O","215","EAST 99 STREET",,"0","408","C4",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1457717979","BLANKPLATE","99","999",,"51","SDN",,"P","73120","40404","40404","0","42","42","42","967496","42","0",,,,"O","11140","WASHINGTON AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLU","0","2018","-","0",,,,,,"2026"
"1498134476","208581V","NJ","PAS",,"98","SDN","INFIN","P","56230","36380","23330","88888888","67","67","67","965877","67","0","0844A",,"K","F","387","LINDEN BLVD",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2019","-","0",,,,,,"2026"
"1457776388","LGE6630","NY","PAS",,"40","VAN","CHEVR","P","54120","73420","35720","20260102","43","43","43","974382","43","0","0609A",,"BX","F","1145","NOBLE AVE",,,"408","F2",,"BBBBBBB","ALL","ALL","BL","0","1998","-","0",,,,,,"2026"
"1496829724","H34RHZ","NJ","PAS",,"20","SUBN","HYUND","K","46850","46100","47150","0","122","122","5","160292","5","0","0516P",,"R","F","280","FATHER CAPODANNO BLV",,"0","408","C4",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,,"2026"
"1501575855","LRL2240","99","PAS",,"46","SDN","BMW","P","52320","40404","40404","20251029",,"0","46","973350","46","0","0904P",,"BX","O","2121","MORRISON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2008","-","0",,,,,,"2026"
"1501354127","T767393C","NY","OMT",,"98","SDN","HONDA","P","17590","22940","23140","20260228","107","107","107","974716","107","0","0300A",,"Q","F","144-59","87 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2018","-","0",,,,,,"2026"
"1494823792","KUW6512","NY","PAS",,"98",,"HYUND","P","55480","38425","16130","20260327","121","121","121","974886","121","0","0123A",,,"I","1009","WILLOWBROOK RD",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2018","-","0",,,,,,"2026"
"1500340790","LUP4462","NY","PAS",,"51","VAN","KIA","P","42630","25730","8380","20270615","72","72","72","973981","72","0","1114P",,"K","O","3562","FT HAMILTON PKWY",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499689469","LSY1628","NY","PAS",,"40","SUBN","VOLVO","P","5830","5430","5580","20261222","78","78","78","970276","78","0","0935A",,"K","F","267","7 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLUE","0","2025","-","0",,,,,,"2026"
"1498040482","BLANKPLATE","99","999",,"74","SUBN","JEEP","P","38030","41030","77335","0","69","69","69","970221","69","0","1102P",,,"F","1196","E 95 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,,"2026"
